,hour,min,seg,temp
211,9,44,18,85.47229999999999
212,9,44,19,85.51419999999999
213,9,44,20,85.56060000000002
214,9,44,21,85.6102
215,9,44,22,85.6624
216,9,44,23,85.7131
217,9,44,24,85.7646
218,9,44,25,85.81180000000002
219,9,44,26,85.8573
220,9,44,27,85.90449999999998
221,9,44,28,85.955
222,9,44,29,86.0093
223,9,44,30,86.0609
224,9,44,31,86.0993
225,9,44,32,86.1445
226,9,44,33,86.19100000000003
227,9,44,34,86.23759999999999
228,9,44,35,86.28389999999999
229,9,44,36,86.32939999999999
230,9,44,37,86.3746
231,9,44,38,86.4195
232,9,44,39,86.4644
233,9,44,40,86.51229999999998
234,9,44,41,86.55519999999999
235,9,44,42,86.59459999999999
236,9,44,43,86.63899999999998
237,9,44,44,86.681
238,9,44,45,86.72699999999999
239,9,44,46,86.77589999999998
240,9,44,47,86.8221
241,9,44,48,86.85979999999999
242,9,44,49,86.8938
243,9,44,50,86.93570000000003
244,9,44,51,86.98589999999999
245,9,44,52,87.03990000000002
246,9,44,53,87.08919999999999
247,9,44,54,87.13289999999999
248,9,44,55,87.1756
249,9,44,56,87.22370000000001
250,9,44,57,87.27300000000001
251,9,44,58,87.31840000000001
252,9,44,59,87.36279999999998
253,9,45,0,87.41009999999999
254,9,45,1,87.45689999999999
255,9,45,2,87.5035
256,9,45,3,87.5499
257,9,45,4,87.59479999999999
258,9,45,5,87.63880000000002
259,9,45,6,87.68319999999999
260,9,45,7,87.7257
261,9,45,8,87.76989999999999
262,9,45,9,87.8172
263,9,45,10,87.8638
264,9,45,11,87.9085
265,9,45,12,87.9536
266,9,45,13,87.9983
267,9,45,14,88.0402
268,9,45,15,88.0824
269,9,45,16,88.12910000000001
270,9,45,17,88.1748
271,9,45,18,88.21650000000001
272,9,45,19,88.25930000000001
273,9,45,20,88.3038
274,9,45,21,88.3478
275,9,45,22,88.39109999999998
276,9,45,23,88.436
277,9,45,24,88.48070000000001
278,9,45,25,88.524
279,9,45,26,88.56609999999998
280,9,45,27,88.6092
281,9,45,28,88.652
282,9,45,29,88.69550000000002
283,9,45,30,88.7404
284,9,45,31,88.78509999999999
285,9,45,32,88.83130000000001
286,9,45,33,88.8772
287,9,45,34,88.92159999999998
288,9,45,35,88.9651
289,9,45,36,89.0069
290,9,45,37,89.0473
291,9,45,38,89.08809999999998
292,9,45,39,89.13420000000002
293,9,45,40,89.17870000000002
294,9,45,41,89.2212
295,9,45,42,89.2635
296,9,45,43,89.30619999999999
297,9,45,44,89.34729999999999
298,9,45,45,89.39000000000001
299,9,45,46,89.4338
300,9,45,47,89.4777
301,9,45,48,89.5171
302,9,45,49,89.55879999999999
303,9,45,50,89.5998
304,9,45,51,89.63439999999999
305,9,45,52,89.6707
306,9,45,53,89.7125
307,9,45,54,89.7538
308,9,45,55,89.79180000000001
309,9,45,56,89.8266
310,9,45,57,89.8604
311,9,45,58,89.8946
312,9,45,59,89.9342
313,9,46,0,89.97370000000001
314,9,46,1,90.0104
315,9,46,2,90.05210000000001
316,9,46,3,90.09960000000001
317,9,46,4,90.14699999999999
318,9,46,5,90.1871
319,9,46,6,90.2261
320,9,46,7,90.2546
321,9,46,8,90.2807
322,9,46,9,90.311
323,9,46,10,90.33609999999999
324,9,46,11,90.3622
325,9,46,12,90.39240000000001
326,9,46,13,90.42290000000001
327,9,46,14,90.44959999999999
328,9,46,15,90.47859999999999
329,9,46,16,90.50520000000002
330,9,46,17,90.53549999999998
331,9,46,18,90.56649999999999
332,9,46,19,90.595
333,9,46,20,90.6202
334,9,46,21,90.6471
335,9,46,22,90.6757
336,9,46,23,90.70009999999999
337,9,46,24,90.73159999999999
338,9,46,25,90.7595
339,9,46,26,90.7813
340,9,46,27,90.8074
341,9,46,28,90.83309999999999
342,9,46,29,90.86070000000002
343,9,46,30,90.88650000000001
344,9,46,31,90.91029999999999
345,9,46,32,90.9313
346,9,46,33,90.95739999999999
347,9,46,34,90.98949999999999
348,9,46,35,91.02269999999999
349,9,46,36,91.05089999999998
350,9,46,37,91.07859999999998
351,9,46,38,91.11110000000001
352,9,46,39,91.1371
353,9,46,40,91.1615
354,9,46,41,91.18569999999998
355,9,46,42,91.2081
356,9,46,43,91.22480000000002
357,9,46,44,91.2483
358,9,46,45,91.279
359,9,46,46,91.302
360,9,46,47,91.3147
361,9,46,48,91.3314
362,9,46,49,91.3563
363,9,46,50,91.38450000000002
364,9,46,51,91.411
365,9,46,52,91.43589999999999
366,9,46,53,91.4633
367,9,46,54,91.48889999999997
368,9,46,55,91.5086
369,9,46,56,91.52300000000001
370,9,46,57,91.5472
371,9,46,58,91.5766
372,9,46,59,91.6104
373,9,47,0,91.64829999999999
374,9,47,1,91.67530000000001
375,9,47,2,91.69699999999999
376,9,47,3,91.7252
377,9,47,4,91.75659999999999
378,9,47,5,91.78639999999999
379,9,47,6,91.801
380,9,47,7,91.81659999999998
381,9,47,8,91.8409
382,9,47,9,91.86639999999998
383,9,47,10,91.89520000000002
384,9,47,11,91.92360000000001
385,9,47,12,91.9521
386,9,47,13,91.98159999999999
387,9,47,14,92.00880000000001
388,9,47,15,92.03229999999999
389,9,47,16,92.05460000000001
390,9,47,17,92.07239999999999
391,9,47,18,92.08719999999998
392,9,47,19,92.1052
393,9,47,20,92.12930000000001
394,9,47,21,92.1547
395,9,47,22,92.18260000000001
396,9,47,23,92.21
397,9,47,24,92.23519999999999
398,9,47,25,92.26050000000001
399,9,47,26,92.2891
400,9,47,27,92.31449999999998
401,9,47,28,92.3323
402,9,47,29,92.3529
403,9,47,30,92.37710000000001
404,9,47,31,92.3982
405,9,47,32,92.41819999999998
406,9,47,33,92.4383
407,9,47,34,92.4549
408,9,47,35,92.4743
409,9,47,36,92.4955
410,9,47,37,92.51449999999998
411,9,47,38,92.53369999999998
412,9,47,39,92.55170000000001
413,9,47,40,92.5633
414,9,47,41,92.57109999999999
415,9,47,42,92.58309999999999
416,9,47,43,92.599
417,9,47,44,92.6169
418,9,47,45,92.62880000000003
419,9,47,46,92.63629999999999
420,9,47,47,92.64270000000002
421,9,47,48,92.64690000000002
422,9,47,49,92.6531
423,9,47,50,92.65950000000001
424,9,47,51,92.6632
425,9,47,52,92.6705
426,9,47,53,92.6777
427,9,47,54,92.68469999999999
428,9,47,55,92.68960000000001
429,9,47,56,92.6975
430,9,47,57,92.70250000000001
431,9,47,58,92.70769999999997
432,9,47,59,92.71289999999999
433,9,48,0,92.72639999999998
434,9,48,1,92.74169999999998
435,9,48,2,92.75039999999998
436,9,48,3,92.7596
437,9,48,4,92.7707
438,9,48,5,92.787
439,9,48,6,92.8014
440,9,48,7,92.80749999999998
441,9,48,8,92.8114
442,9,48,9,92.82029999999999
443,9,48,10,92.8299
444,9,48,11,92.8357
445,9,48,12,92.8513
446,9,48,13,92.87250000000002
447,9,48,14,92.88669999999999
448,9,48,15,92.8937
449,9,48,16,92.89589999999998
450,9,48,17,92.9055
451,9,48,18,92.9149
452,9,48,19,92.92370000000001
453,9,48,20,92.93449999999999
454,9,48,21,92.93889999999999
455,9,48,22,92.93789999999998
456,9,48,23,92.9349
457,9,48,24,92.9273
458,9,48,25,92.92170000000002
459,9,48,26,92.92399999999998
460,9,48,27,92.9214
461,9,48,28,92.91990000000001
462,9,48,29,92.92359999999998
463,9,48,30,92.92419999999998
464,9,48,31,92.9268
465,9,48,32,92.93730000000001
466,9,48,33,92.9474
467,9,48,34,92.95840000000001
468,9,48,35,92.97409999999999
469,9,48,36,92.98920000000001
470,9,48,37,92.9989
471,9,48,38,93.0107
472,9,48,39,93.02629999999999
473,9,48,40,93.0466
474,9,48,41,93.06449999999998
475,9,48,42,93.08259999999999
476,9,48,43,93.10099999999998
477,9,48,44,93.1131
478,9,48,45,93.1227
479,9,48,46,93.13130000000001
480,9,48,47,93.13879999999999
481,9,48,48,93.15330000000002
482,9,48,49,93.16560000000001
483,9,48,50,93.1724
484,9,48,51,93.18249999999999
485,9,48,52,93.1932
486,9,48,53,93.20800000000001
487,9,48,54,93.2184
488,9,48,55,93.2289
489,9,48,56,93.23939999999999
490,9,48,57,93.25150000000002
491,9,48,58,93.26510000000002
492,9,48,59,93.2794
493,9,49,0,93.2867
494,9,49,1,93.2923
495,9,49,2,93.2978
496,9,49,3,93.3058
497,9,49,4,93.3133
498,9,49,5,93.3253
499,9,49,6,93.333
500,9,49,7,93.3411
501,9,49,8,93.3424
502,9,49,9,93.351
503,9,49,10,93.3672
504,9,49,11,93.38529999999999
505,9,49,12,93.40279999999998
506,9,49,13,93.4118
507,9,49,14,93.4202
508,9,49,15,93.4361
509,9,49,16,93.449
510,9,49,17,93.45289999999999
511,9,49,18,93.465
512,9,49,19,93.4837
513,9,49,20,93.5026
514,9,49,21,93.51970000000003
515,9,49,22,93.52619999999999
516,9,49,23,93.5371
517,9,49,24,93.5522
518,9,49,25,93.56899999999997
519,9,49,26,93.5797
520,9,49,27,93.5898
521,9,49,28,93.6028
522,9,49,29,93.61319999999999
523,9,49,30,93.6262
524,9,49,31,93.64380000000001
525,9,49,32,93.65920000000001
526,9,49,33,93.6695
527,9,49,34,93.684
528,9,49,35,93.69820000000001
529,9,49,36,93.7113
530,9,49,37,93.7282
531,9,49,38,93.74579999999999
532,9,49,39,93.7673
533,9,49,40,93.77549999999998
534,9,49,41,93.77680000000001
535,9,49,42,93.7835
536,9,49,43,93.79650000000001
537,9,49,44,93.81110000000001
538,9,49,45,93.8313
539,9,49,46,93.85600000000001
540,9,49,47,93.8788
541,9,49,48,93.88810000000002
542,9,49,49,93.88629999999998
543,9,49,50,93.89040000000003
544,9,49,51,93.9002
545,9,49,52,93.91399999999999
546,9,49,53,93.9418
547,9,49,54,93.97120000000001
548,9,49,55,93.99510000000001
549,9,49,56,94.00919999999999
550,9,49,57,94.01950000000001
551,9,49,58,94.0388
552,9,49,59,94.0604
553,9,50,0,94.08270000000002
554,9,50,1,94.1004
555,9,50,2,94.11509999999998
556,9,50,3,94.13550000000001
557,9,50,4,94.15880000000001
558,9,50,5,94.177
559,9,50,6,94.1963
560,9,50,7,94.2124
561,9,50,8,94.222
562,9,50,9,94.22670000000001
563,9,50,10,94.2378
564,9,50,11,94.24879999999999
565,9,50,12,94.25859999999999
566,9,50,13,94.26979999999999
567,9,50,14,94.2851
568,9,50,15,94.3043
569,9,50,16,94.32450000000001
570,9,50,17,94.3459
571,9,50,18,94.36089999999999
572,9,50,19,94.3734
573,9,50,20,94.39090000000002
574,9,50,21,94.41619999999998
575,9,50,22,94.4399
576,9,50,23,94.45340000000002
577,9,50,24,94.4674
578,9,50,25,94.48869999999998
579,9,50,26,94.51289999999999
580,9,50,27,94.53059999999999
581,9,50,28,94.5435
582,9,50,29,94.5543
583,9,50,30,94.57069999999999
584,9,50,31,94.58289999999998
585,9,50,32,94.60119999999998
586,9,50,33,94.62120000000002
587,9,50,34,94.63789999999999
588,9,50,35,94.64740000000002
589,9,50,36,94.65339999999999
590,9,50,37,94.6599
591,9,50,38,94.6708
592,9,50,39,94.67979999999999
593,9,50,40,94.69469999999998
594,9,50,41,94.7075
595,9,50,42,94.72310000000002
596,9,50,43,94.7406
597,9,50,44,94.75919999999999
598,9,50,45,94.7723
599,9,50,46,94.77799999999999
600,9,50,47,94.7903
601,9,50,48,94.8032
602,9,50,49,94.81609999999999
603,9,50,50,94.83720000000002
604,9,50,51,94.8592
605,9,50,52,94.88070000000002
606,9,50,53,94.9017
607,9,50,54,94.9177
608,9,50,55,94.93039999999999
609,9,50,56,94.9458
610,9,50,57,94.95989999999999
611,9,50,58,94.97319999999999
612,9,50,59,94.9879
613,9,51,0,95.00730000000001
614,9,51,1,95.0309
615,9,51,2,95.05270000000002
616,9,51,3,95.06639999999999
617,9,51,4,95.07840000000002
618,9,51,5,95.091
619,9,51,6,95.1064
620,9,51,7,95.1219
621,9,51,8,95.1356
622,9,51,9,95.14959999999999
623,9,51,10,95.17
624,9,51,11,95.192
625,9,51,12,95.213
626,9,51,13,95.2345
627,9,51,14,95.2456
628,9,51,15,95.25529999999999
629,9,51,16,95.2688
630,9,51,17,95.2823
631,9,51,18,95.2892
632,9,51,19,95.28580000000001
633,9,51,20,95.2894
634,9,51,21,95.3047
635,9,51,22,95.3203
636,9,51,23,95.33709999999999
637,9,51,24,95.3617
638,9,51,25,95.38809999999998
639,9,51,26,95.4059
640,9,51,27,95.40810000000002
641,9,51,28,95.40950000000001
642,9,51,29,95.4209
643,9,51,30,95.43910000000002
644,9,51,31,95.4631
645,9,51,32,95.48760000000001
646,9,51,33,95.51420000000002
647,9,51,34,95.5404
648,9,51,35,95.56179999999999
649,9,51,36,95.5711
650,9,51,37,95.581
651,9,51,38,95.5975
652,9,51,39,95.61279999999998
653,9,51,40,95.63059999999999
654,9,51,41,95.64320000000001
655,9,51,42,95.6502
656,9,51,43,95.6516
657,9,51,44,95.66189999999999
658,9,51,45,95.67319999999998
659,9,51,46,95.68130000000001
660,9,51,47,95.69539999999999
661,9,51,48,95.7085
662,9,51,49,95.71439999999998
663,9,51,50,95.7133
664,9,51,51,95.72399999999999
665,9,51,52,95.74280000000002
666,9,51,53,95.7663
667,9,51,54,95.78769999999999
668,9,51,55,95.80880000000002
669,9,51,56,95.83539999999999
670,9,51,57,95.86200000000001
671,9,51,58,95.8837
672,9,51,59,95.89360000000002
673,9,52,0,95.8914
674,9,52,1,95.8978
675,9,52,2,95.91930000000002
676,9,52,3,95.94350000000001
677,9,52,4,95.96450000000002
678,9,52,5,95.97949999999999
679,9,52,6,95.988
680,9,52,7,96.00830000000002
681,9,52,8,96.03679999999999
682,9,52,9,96.06309999999999
683,9,52,10,96.08109999999999
684,9,52,11,96.09200000000001
685,9,52,12,96.1058
686,9,52,13,96.1277
687,9,52,14,96.1453
688,9,52,15,96.15630000000002
689,9,52,16,96.16260000000001
690,9,52,17,96.1756
691,9,52,18,96.19809999999998
692,9,52,19,96.2191
693,9,52,20,96.2388
694,9,52,21,96.25550000000001
695,9,52,22,96.2689
696,9,52,23,96.2791
697,9,52,24,96.2954
698,9,52,25,96.3178
699,9,52,26,96.33699999999999
700,9,52,27,96.3553
701,9,52,28,96.3675
702,9,52,29,96.3838
703,9,52,30,96.40080000000002
704,9,52,31,96.4182
705,9,52,32,96.43180000000001
706,9,52,33,96.4453
707,9,52,34,96.4624
708,9,52,35,96.47709999999998
709,9,52,36,96.49950000000001
710,9,52,37,96.52560000000001
711,9,52,38,96.5505
712,9,52,39,96.57650000000001
713,9,52,40,96.5932
714,9,52,41,96.60470000000001
715,9,52,42,96.6256
716,9,52,43,96.6512
717,9,52,44,96.67480000000002
718,9,52,45,96.69840000000002
719,9,52,46,96.7222
720,9,52,47,96.73849999999999
721,9,52,48,96.7493
722,9,52,49,96.75739999999999
723,9,52,50,96.766
724,9,52,51,96.77960000000002
725,9,52,52,96.8107
726,9,52,53,96.8391
727,9,52,54,96.8608
728,9,52,55,96.88130000000001
729,9,52,56,96.89959999999999
730,9,52,57,96.91240000000002
731,9,52,58,96.9237
732,9,52,59,96.9386
733,9,53,0,96.9571
734,9,53,1,96.9807
735,9,53,2,97.00379999999998
736,9,53,3,97.02749999999999
737,9,53,4,97.05080000000001
738,9,53,5,97.0746
739,9,53,6,97.09729999999999
740,9,53,7,97.11800000000001
741,9,53,8,97.14320000000001
742,9,53,9,97.1643
743,9,53,10,97.1836
744,9,53,11,97.2032
745,9,53,12,97.2215
746,9,53,13,97.23549999999999
747,9,53,14,97.2545
748,9,53,15,97.277
749,9,53,16,97.29849999999999
750,9,53,17,97.3198
751,9,53,18,97.34250000000002
752,9,53,19,97.36359999999999
753,9,53,20,97.38339999999998
754,9,53,21,97.39949999999999
755,9,53,22,97.41929999999999
756,9,53,23,97.4376
757,9,53,24,97.45739999999999
758,9,53,25,97.4765
759,9,53,26,97.4959
760,9,53,27,97.51599999999999
761,9,53,28,97.5328
762,9,53,29,97.5563
763,9,53,30,97.5873
764,9,53,31,97.61009999999999
765,9,53,32,97.62370000000001
766,9,53,33,97.6354
767,9,53,34,97.6501
768,9,53,35,97.6721
769,9,53,36,97.6966
770,9,53,37,97.71679999999998
771,9,53,38,97.73929999999999
772,9,53,39,97.7612
773,9,53,40,97.78429999999999
774,9,53,41,97.80980000000001
775,9,53,42,97.8399
776,9,53,43,97.85589999999999
777,9,53,44,97.86399999999999
778,9,53,45,97.87019999999998
779,9,53,46,97.87969999999999
780,9,53,47,97.8976
781,9,53,48,97.9183
782,9,53,49,97.9405
783,9,53,50,97.96000000000001
784,9,53,51,97.97099999999998
785,9,53,52,97.97659999999999
786,9,53,53,97.99629999999999
787,9,53,54,98.02539999999999
788,9,53,55,98.052
789,9,53,56,98.0692
790,9,53,57,98.08599999999998
791,9,53,58,98.1066
792,9,53,59,98.12520000000004
793,9,54,0,98.1507
794,9,54,1,98.17420000000001
795,9,54,2,98.19430000000001
796,9,54,3,98.2136
797,9,54,4,98.23400000000001
798,9,54,5,98.25909999999999
799,9,54,6,98.2775
800,9,54,7,98.28819999999999
801,9,54,8,98.2955
802,9,54,9,98.31060000000001
803,9,54,10,98.3318
804,9,54,11,98.35309999999998
805,9,54,12,98.37070000000001
806,9,54,13,98.3885
807,9,54,14,98.41409999999999
808,9,54,15,98.44109999999999
809,9,54,16,98.4648
810,9,54,17,98.4838
811,9,54,18,98.497
812,9,54,19,98.51199999999999
813,9,54,20,98.52719999999998
814,9,54,21,98.54260000000002
815,9,54,22,98.5509
816,9,54,23,98.5563
817,9,54,24,98.56519999999999
818,9,54,25,98.57890000000002
819,9,54,26,98.5929
820,9,54,27,98.6057
821,9,54,28,98.6203
822,9,54,29,98.6293
823,9,54,30,98.6268
824,9,54,31,98.6228
825,9,54,32,98.63070000000002
826,9,54,33,98.64760000000001
827,9,54,34,98.67159999999998
828,9,54,35,98.6942
829,9,54,36,98.7105
830,9,54,37,98.7258
831,9,54,38,98.7437
832,9,54,39,98.7557
833,9,54,40,98.75809999999998
834,9,54,41,98.76790000000003
835,9,54,42,98.78059999999999
836,9,54,43,98.79560000000002
837,9,54,44,98.8031
838,9,54,45,98.8081
839,9,54,46,98.81869999999999
840,9,54,47,98.8341
841,9,54,48,98.8499
842,9,54,49,98.8629
843,9,54,50,98.88250000000001
844,9,54,51,98.90270000000001
845,9,54,52,98.91939999999998
846,9,54,53,98.9307
847,9,54,54,98.94249999999998
848,9,54,55,98.9499
849,9,54,56,98.95969999999998
850,9,54,57,98.9773
851,9,54,58,98.9882
852,9,54,59,98.9872
853,9,55,0,98.98310000000001
854,9,55,1,98.9873
855,9,55,2,98.9996
856,9,55,3,99.00750000000002
857,9,55,4,99.00730000000001
858,9,55,5,99.01880000000001
859,9,55,6,99.03720000000001
860,9,55,7,99.04650000000001
861,9,55,8,99.053
862,9,55,9,99.0655
863,9,55,10,99.08229999999999
864,9,55,11,99.10239999999999
865,9,55,12,99.10739999999998
866,9,55,13,99.11089999999999
867,9,55,14,99.11460000000001
868,9,55,15,99.1164
869,9,55,16,99.1223
870,9,55,17,99.13180000000003
871,9,55,18,99.1452
872,9,55,19,99.16720000000001
873,9,55,20,99.18730000000002
874,9,55,21,99.2028
875,9,55,22,99.22000000000001
876,9,55,23,99.23279999999998
877,9,55,24,99.24050000000003
878,9,55,25,99.2449
879,9,55,26,99.2415
880,9,55,27,99.23890000000002
881,9,55,28,99.2447
882,9,55,29,99.25550000000001
883,9,55,30,99.26910000000001
884,9,55,31,99.2793
885,9,55,32,99.29370000000002
886,9,55,33,99.3058
887,9,55,34,99.31479999999999
888,9,55,35,99.3218
889,9,55,36,99.33789999999999
890,9,55,37,99.3489
891,9,55,38,99.3581
892,9,55,39,99.37389999999999
893,9,55,40,99.3856
894,9,55,41,99.40240000000001
895,9,55,42,99.41580000000002
896,9,55,43,99.41460000000001
897,9,55,44,99.41929999999999
898,9,55,45,99.4373
899,9,55,46,99.4457
900,9,55,47,99.45270000000001
901,9,55,48,99.46700000000001
902,9,55,49,99.48750000000001
903,9,55,50,99.50640000000001
904,9,55,51,99.51469999999999
905,9,55,52,99.5189
906,9,55,53,99.52610000000001
907,9,55,54,99.536
908,9,55,55,99.54520000000001
909,9,55,56,99.55590000000001
910,9,55,57,99.56659999999998
911,9,55,58,99.57289999999999
912,9,55,59,99.57539999999999
913,9,56,0,99.58929999999998
914,9,56,1,99.60209999999998
915,9,56,2,99.6088
916,9,56,3,99.61799999999998
917,9,56,4,99.63389999999998
918,9,56,5,99.64640000000001
919,9,56,6,99.6569
920,9,56,7,99.6633
921,9,56,8,99.6644
922,9,56,9,99.66280000000002
923,9,56,10,99.6688
924,9,56,11,99.68189999999997
925,9,56,12,99.6867
926,9,56,13,99.69349999999999
927,9,56,14,99.70400000000002
928,9,56,15,99.7182
929,9,56,16,99.72819999999999
930,9,56,17,99.7299
931,9,56,18,99.7363
932,9,56,19,99.74900000000001
933,9,56,20,99.7663
934,9,56,21,99.7769
935,9,56,22,99.78109999999998
936,9,56,23,99.78320000000001
937,9,56,24,99.7926
938,9,56,25,99.80779999999999
939,9,56,26,99.81769999999997
940,9,56,27,99.82469999999999
941,9,56,28,99.83409999999999
942,9,56,29,99.8416
943,9,56,30,99.8479
944,9,56,31,99.8558
945,9,56,32,99.8625
946,9,56,33,99.8638
947,9,56,34,99.8617
948,9,56,35,99.8726
949,9,56,36,99.8855
950,9,56,37,99.896
951,9,56,38,99.90360000000001
952,9,56,39,99.9081
953,9,56,40,99.92530000000002
954,9,56,41,99.9413
955,9,56,42,99.9563
956,9,56,43,99.9677
957,9,56,44,99.9835
958,9,56,45,99.99670000000002
959,9,56,46,100.005
960,9,56,47,100.015
961,9,56,48,100.02
962,9,56,49,100.02
963,9,56,50,100.02899999999998
964,9,56,51,100.04199999999999
